customer_id,gender,senior_citizen,partner,dependents,tenure_months,internet_service,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
C102874,Female,0,0,0,12,DSL,Month-to-month,0,Bank transfer,57.96,728.59,0
C102875,Female,0,0,0,9,Fiber optic,Month-to-month,1,Electronic check,89.16,830.66,1
C102876,Female,0,1,0,14,Fiber optic,One year,1,Bank transfer,88.44,1247.62,0
C102877,Female,0,0,1,18,None,Two year,0,Bank transfer,19.24,360.14,0
C102878,Male,1,1,0,30,Fiber optic,Month-to-month,0,Mailed check,95.72,2857.59,0
C102879,Female,1,0,0,34,DSL,Two year,0,Electronic check,60.04,2001.99,1
C102880,Female,0,0,0,10,None,Month-to-month,1,Bank transfer,38.71,395.84,1
C102881,Female,0,1,0,2,Fiber optic,Two year,0,Bank transfer,96.52,195.45,0
C102882,Male,0,0,0,6,DSL,Two year,1,Electronic check,53.53,353.51,0
C102883,Female,0,1,0,46,DSL,One year,1,Credit card,58.08,2666.74,0
C102884,Male,0,1,0,71,Fiber optic,Two year,1,Electronic check,83.66,5945.42,0
C102885,Female,0,1,0,1,Fiber optic,Two year,0,Electronic check,87.51,97.57,1
C102886,Female,0,0,1,2,Fiber optic,Two year,1,Mailed check,92.81,205.65,0
C102887,Male,0,0,1,57,None,Month-to-month,0,Bank transfer,26.18,1525.46,0
C102888,Female,0,1,1,52,Fiber optic,Month-to-month,0,Electronic check,80.59,4157.3,1
C102889,Female,0,0,0,53,None,Month-to-month,1,Bank transfer,40.21,2155.69,0
C102890,Female,0,1,0,12,Fiber optic,Month-to-month,0,Mailed check,81.49,971.56,1
C102891,Male,1,1,0,63,Fiber optic,One year,0,Electronic check,90.93,5751.08,0
C102892,Male,0,0,1,45,DSL,Month-to-month,1,Electronic check,61.7,2828.25,1
C102893,Male,0,0,0,11,Fiber optic,Two year,1,Mailed check,86.48,877.49,0
C102894,Male,0,1,0,8,Fiber optic,Month-to-month,1,Mailed check,92.39,781.63,0
C102895,Female,0,1,1,43,Fiber optic,Month-to-month,0,Electronic check,97.34,4181.48,0
C102896,Male,0,0,1,56,Fiber optic,Month-to-month,1,Mailed check,89.44,4978.7,0
C102897,Female,0,1,0,57,Fiber optic,Month-to-month,0,Bank transfer,81.09,4606.82,1
C102898,Male,1,1,1,42,Fiber optic,Month-to-month,0,Credit card,96.84,4031.18,1
C102899,Female,0,0,0,37,Fiber optic,Month-to-month,1,Bank transfer,90.95,3382.91,0
C102900,Female,0,0,0,50,Fiber optic,Month-to-month,1,Electronic check,88.36,4381.78,1
C102901,Male,0,1,0,9,None,One year,1,Mailed check,35.22,359.13,0
C102902,Female,1,1,1,26,Fiber optic,Month-to-month,1,Electronic check,89.58,2353.3,0
C102903,Male,0,1,0,7,Fiber optic,One year,0,Bank transfer,104.66,740.57,0
C102904,Female,1,0,1,61,Fiber optic,One year,1,Electronic check,87.01,5236.34,0
C102905,Male,0,1,0,44,Fiber optic,Month-to-month,0,Credit card,94.2,4098.51,0
C102906,Male,0,1,0,56,Fiber optic,Month-to-month,1,Mailed check,90.54,5067.43,0
C102907,Female,0,1,0,36,None,Two year,1,Credit card,30.51,1097.46,0
C102908,Male,0,0,1,67,Fiber optic,One year,1,Bank transfer,84.1,5667.59,0
C102909,Male,0,0,1,67,None,Month-to-month,1,Mailed check,24.14,1515.44,0
C102910,Male,1,0,1,44,Fiber optic,One year,1,Electronic check,90.97,3976.11,0
C102911,Female,0,0,1,60,None,Month-to-month,0,Electronic check,18.05,1112.3,0
C102912,Male,0,0,0,48,None,Month-to-month,1,Credit card,22.4,1063.4,0
C102913,Male,1,1,1,52,Fiber optic,Month-to-month,1,Credit card,87.12,4513.88,0
C102914,Female,1,0,0,18,None,One year,0,Electronic check,34.92,572.13,0
C102915,Female,1,1,0,71,Fiber optic,Month-to-month,0,Mailed check,85.64,6117.49,1
C102916,Female,1,0,0,13,Fiber optic,Month-to-month,0,Electronic check,85.52,1094.79,1
C102917,Male,0,1,0,50,Fiber optic,Month-to-month,0,Mailed check,76.53,3864.78,0
C102918,Female,1,0,0,44,Fiber optic,Month-to-month,1,Credit card,100.57,4476.38,1
C102919,Male,0,1,0,6,Fiber optic,Month-to-month,1,Electronic check,95.86,621.26,1
C102920,Male,0,1,0,56,DSL,Month-to-month,1,Electronic check,71.76,4017.43,0
C102921,Female,0,1,1,5,Fiber optic,Two year,0,Bank transfer,73.38,349.95,0
C102922,Female,0,0,1,37,Fiber optic,One year,0,Electronic check,87.81,3229.64,1
C102923,Male,0,0,0,59,Fiber optic,Month-to-month,0,Electronic check,77.49,4640.8,1
C102924,Female,1,1,1,9,DSL,Month-to-month,0,Mailed check,66.17,588.11,1
C102925,Male,0,0,0,26,DSL,Month-to-month,1,Bank transfer,64.57,1715.68,0
C102926,Male,0,1,0,37,Fiber optic,Two year,1,Credit card,91.15,3389.43,0
C102927,Male,0,0,1,67,Fiber optic,Month-to-month,1,Credit card,81.27,5430.69,1
C102928,Female,0,0,0,27,DSL,One year,0,Bank transfer,51.68,1386.5,1
C102929,Male,0,1,1,8,DSL,Month-to-month,1,Credit card,56.87,496.38,1
C102930,Male,0,1,0,9,Fiber optic,Month-to-month,0,Bank transfer,87.46,788.23,0
C102931,Female,0,1,0,14,DSL,Month-to-month,0,Mailed check,58.06,796.96,0
C102932,Male,0,0,0,63,DSL,One year,0,Electronic check,62.03,3879.65,0
C102933,Male,0,1,1,56,Fiber optic,Month-to-month,0,Electronic check,76.81,4312.56,0
C102934,Male,0,1,0,30,Fiber optic,Month-to-month,1,Mailed check,86.95,2590.42,0
C102935,Female,0,0,0,61,None,Month-to-month,1,Credit card,38.16,2348.55,0
C102936,Female,0,0,0,67,DSL,Two year,1,Bank transfer,64.66,4421.27,0
C102937,Female,0,0,0,63,DSL,Month-to-month,0,Credit card,63.16,3997.21,0
C102938,Female,0,1,0,0,DSL,One year,1,Electronic check,65.22,128.36,1
C102939,Female,0,0,1,7,Fiber optic,Two year,1,Electronic check,82.9,555.28,0
C102940,Male,0,1,0,52,DSL,Month-to-month,1,Credit card,75.05,3926.54,0
C102941,Female,0,0,0,27,DSL,Month-to-month,0,Electronic check,62.86,1741.17,1
C102942,Male,0,1,0,11,Fiber optic,Month-to-month,1,Bank transfer,88.42,1020.91,0
C102943,Female,0,1,0,47,Fiber optic,One year,1,Electronic check,92.5,4392.27,0
C102944,Female,0,0,1,25,Fiber optic,Two year,1,Credit card,94.53,2363.83,0
C102945,Female,0,0,1,67,Fiber optic,Two year,0,Electronic check,75.04,5058.83,0
C102946,Female,1,0,0,42,None,Month-to-month,0,Credit card,25.45,1033.28,1
C102947,Male,0,0,0,17,Fiber optic,Two year,1,Electronic check,104.88,1839.21,0
C102948,Male,0,0,0,68,DSL,Month-to-month,0,Electronic check,73.24,4946.99,1
C102949,Male,1,1,1,43,Fiber optic,One year,1,Credit card,86.15,3748.34,0
C102950,Female,0,0,1,21,DSL,Month-to-month,1,Mailed check,67.82,1460.74,1
C102951,Male,0,0,1,10,DSL,Month-to-month,1,Electronic check,59.39,630.2,0
C102952,Female,1,0,0,40,Fiber optic,One year,0,Bank transfer,87.83,3585.5,0
C102953,Male,0,1,0,54,DSL,Month-to-month,1,Electronic check,58.33,3186.65,0
C102954,Male,0,1,1,61,DSL,Two year,0,Electronic check,56.2,3381.77,0
C102955,Female,0,0,0,9,Fiber optic,Month-to-month,1,Electronic check,82.27,761.07,0
C102956,Female,0,0,0,31,Fiber optic,Two year,1,Bank transfer,100.46,3048.13,0
C102957,Female,0,0,1,72,DSL,Month-to-month,0,Electronic check,56.16,4040.33,0
C102958,Female,0,1,1,48,Fiber optic,Month-to-month,0,Credit card,94.13,4503.46,1
C102959,Male,1,1,0,6,None,Month-to-month,1,Credit card,23.55,163.62,1
C102960,Male,0,0,0,66,DSL,One year,1,Electronic check,57.63,3774.77,0
C102961,Male,0,1,1,50,Fiber optic,Two year,0,Bank transfer,88.12,4378.25,0
C102962,Female,0,1,0,33,DSL,Month-to-month,0,Bank transfer,49.61,1654.67,1
C102963,Male,0,1,1,56,None,Month-to-month,1,Bank transfer,32.32,1851.04,0
C102964,Female,0,0,0,47,DSL,Month-to-month,0,Mailed check,58.91,2768.86,0
C102965,Male,0,1,1,18,DSL,One year,0,Bank transfer,55.59,1081.93,0
C102966,Female,0,1,1,58,None,One year,1,Electronic check,20.88,1199.03,0
C102967,Female,1,0,0,18,Fiber optic,Two year,0,Mailed check,100.77,1837.65,0
C102968,Male,0,0,0,16,DSL,Month-to-month,0,Electronic check,59.73,967.62,1
C102969,Female,0,0,0,43,Fiber optic,Month-to-month,1,Credit card,86.39,3702.77,0
C102970,Female,0,0,1,1,None,Month-to-month,1,Mailed check,33.98,79.88,0
C102971,Male,0,0,0,46,Fiber optic,Two year,1,Bank transfer,80.27,3661.26,0
C102972,Female,0,1,0,40,DSL,Month-to-month,0,Mailed check,69.07,2690.15,1
C102973,Male,0,1,1,52,DSL,Month-to-month,1,Electronic check,61.71,3204.51,0
C102974,Male,0,0,1,11,None,One year,0,Electronic check,18.0,189.01,0
C102975,Male,1,0,1,42,DSL,Month-to-month,1,Electronic check,57.76,2463.12,0
C102976,Male,0,1,0,32,DSL,Month-to-month,0,Bank transfer,51.24,1595.94,0
C102977,Male,1,0,1,12,DSL,Month-to-month,0,Bank transfer,60.65,746.13,0
C102978,Male,1,0,1,32,DSL,One year,1,Electronic check,55.65,1794.89,0
C102979,Male,0,1,0,67,Fiber optic,One year,0,Mailed check,77.77,5221.89,0
C102980,Male,0,0,1,60,Fiber optic,Month-to-month,1,Mailed check,89.34,5396.94,0
C102981,Female,1,0,0,12,DSL,Month-to-month,1,Bank transfer,62.35,747.38,1
C102982,Female,1,1,1,61,DSL,Month-to-month,0,Electronic check,69.67,4251.7,0
C102983,Male,1,1,1,41,DSL,One year,1,Credit card,71.32,2939.88,0
C102984,Female,0,0,0,3,DSL,Month-to-month,1,Mailed check,62.49,183.9,0
C102985,Female,0,1,0,67,DSL,Month-to-month,0,Mailed check,64.0,4240.64,1
C102986,Female,1,1,0,38,Fiber optic,Month-to-month,0,Bank transfer,73.74,2787.75,0
C102987,Male,1,0,0,66,DSL,Two year,1,Credit card,67.57,4450.56,0
C102988,Female,0,1,0,7,DSL,Month-to-month,0,Mailed check,63.29,423.35,1
C102989,Male,1,0,1,12,Fiber optic,Month-to-month,1,Electronic check,94.63,1124.48,1
C102990,Male,0,0,0,65,Fiber optic,Month-to-month,1,Electronic check,84.55,5502.04,1
C102991,Male,1,0,0,17,Fiber optic,One year,0,Electronic check,82.62,1394.95,0
C102992,Female,0,0,0,40,None,Two year,1,Bank transfer,24.67,1016.69,0
C102993,Male,1,0,0,43,DSL,Two year,1,Bank transfer,73.48,3190.08,0
C102994,Male,0,1,0,69,DSL,Month-to-month,0,Electronic check,62.26,4212.68,0
C102995,Female,0,0,0,24,DSL,Month-to-month,0,Electronic check,48.03,1102.56,1
C102996,Male,0,1,0,55,DSL,Month-to-month,0,Bank transfer,65.16,3499.63,0
C102997,Female,0,0,0,53,None,One year,1,Bank transfer,23.29,1224.79,0
C102998,Male,0,1,1,51,Fiber optic,One year,1,Credit card,95.68,4867.92,0
C102999,Female,1,1,0,38,Fiber optic,Month-to-month,1,Bank transfer,91.31,3475.06,1
C103000,Male,0,0,0,5,None,Month-to-month,1,Electronic check,36.92,214.09,0
C103001,Male,1,1,1,19,None,Month-to-month,1,Bank transfer,35.31,669.39,0
C103002,Female,0,1,1,40,Fiber optic,One year,0,Mailed check,92.5,3678.9,0
C103003,Male,0,0,0,30,None,Month-to-month,1,Bank transfer,36.08,1082.25,1
C103004,Female,0,0,1,13,Fiber optic,Month-to-month,0,Mailed check,91.52,1172.47,1
C103005,Male,0,1,1,50,DSL,Month-to-month,0,Credit card,54.45,2670.79,0
C103006,Male,0,1,1,33,Fiber optic,Month-to-month,0,Electronic check,75.85,2536.57,1
C103007,Female,0,0,0,57,None,Month-to-month,0,Electronic check,18.36,1061.38,1
C103008,Female,1,1,0,40,Fiber optic,One year,1,Electronic check,92.85,3764.71,0
C103009,Male,0,0,0,26,Fiber optic,One year,1,Credit card,69.21,1756.16,0
C103010,Female,1,0,1,7,None,Month-to-month,1,Bank transfer,26.88,131.64,1
C103011,Male,0,1,1,7,Fiber optic,Month-to-month,0,Electronic check,82.87,547.33,1
C103012,Male,0,1,0,37,Fiber optic,Two year,0,Electronic check,94.79,3521.19,0
C103013,Male,0,0,0,25,DSL,Two year,1,Electronic check,61.06,1556.56,0
C103014,Female,0,0,0,52,DSL,One year,1,Bank transfer,59.05,3080.62,0
C103015,Male,0,0,0,46,DSL,One year,1,Bank transfer,72.53,3341.41,0
C103016,Male,0,1,1,20,None,One year,0,Bank transfer,24.26,515.11,0
C103017,Female,0,0,0,55,None,One year,0,Bank transfer,22.97,1247.27,0
C103018,Female,0,0,0,41,DSL,Month-to-month,1,Credit card,58.09,2418.67,0
C103019,Female,0,0,0,64,DSL,Month-to-month,0,Mailed check,62.29,4056.04,1
C103020,Female,0,1,1,69,DSL,Month-to-month,0,Credit card,57.35,3919.95,0
C103021,Male,0,0,1,70,Fiber optic,One year,1,Mailed check,84.38,5897.71,0
C103022,Female,1,1,0,9,Fiber optic,One year,1,Bank transfer,98.6,838.76,1
C103023,Male,0,0,0,38,Fiber optic,Two year,0,Bank transfer,85.39,3211.04,0
C103024,Female,0,0,1,2,DSL,Month-to-month,1,Credit card,58.41,130.56,0
C103025,Female,0,0,1,64,DSL,Month-to-month,0,Mailed check,52.04,3271.56,0
C103026,Female,0,0,0,51,None,One year,1,Bank transfer,28.59,1430.8,0
C103027,Male,0,0,0,19,Fiber optic,Two year,0,Bank transfer,80.52,1566.76,1
C103028,Male,1,0,0,44,DSL,Two year,1,Credit card,59.05,2606.02,0
C103029,Female,0,0,0,40,DSL,Month-to-month,1,Electronic check,55.19,2234.48,1
C103030,Male,0,0,0,39,DSL,Two year,1,Bank transfer,63.58,2434.35,0
C103031,Female,0,0,1,39,DSL,Two year,1,Electronic check,51.57,2013.6,1
C103032,Female,0,0,0,71,DSL,Two year,1,Credit card,65.29,4701.63,0
C103033,Female,0,0,1,56,Fiber optic,One year,1,Credit card,82.63,4604.11,0
C103034,Male,0,0,0,29,DSL,Two year,1,Bank transfer,67.73,1947.09,0
C103035,Male,1,1,0,56,Fiber optic,Month-to-month,0,Mailed check,88.88,4997.64,0
C103036,Male,0,1,0,10,Fiber optic,Month-to-month,1,Bank transfer,87.83,846.81,0
C103037,Female,0,1,0,20,DSL,Month-to-month,1,Bank transfer,68.77,1400.5,0
C103038,Female,0,0,1,8,Fiber optic,Month-to-month,1,Electronic check,99.46,732.8,1
C103039,Male,0,1,0,64,None,Two year,1,Credit card,37.15,2292.7,1
C103040,Female,0,1,0,1,DSL,One year,1,Bank transfer,51.51,62.52,0
C103041,Male,0,0,1,65,Fiber optic,Month-to-month,1,Electronic check,82.16,5306.11,0
C103042,Male,1,0,0,60,DSL,One year,1,Bank transfer,58.14,3468.6,0
C103043,Female,0,1,0,69,DSL,Month-to-month,1,Electronic check,67.11,4661.27,1
C103044,Male,1,1,1,55,DSL,Month-to-month,1,Bank transfer,57.82,3201.95,0
C103045,Male,0,1,0,33,Fiber optic,One year,1,Mailed check,82.51,2679.87,1
C103046,Female,0,1,0,59,Fiber optic,Month-to-month,1,Bank transfer,81.13,4804.86,0
C103047,Male,1,1,0,72,Fiber optic,One year,1,Electronic check,89.39,6425.57,0
C103048,Male,0,1,0,65,DSL,One year,1,Bank transfer,67.08,4374.8,0
C103049,Female,0,0,0,57,Fiber optic,Month-to-month,0,Bank transfer,75.31,4291.96,0
C103050,Male,0,0,1,55,DSL,Month-to-month,0,Bank transfer,55.89,3021.33,0
C103051,Female,0,1,0,47,DSL,Month-to-month,1,Mailed check,46.84,2176.52,0
C103052,Male,1,0,1,65,Fiber optic,Two year,1,Bank transfer,67.87,4327.13,1
C103053,Male,0,0,0,31,DSL,Month-to-month,0,Bank transfer,63.88,1986.76,0
C103054,Male,1,0,0,36,Fiber optic,Two year,1,Electronic check,89.52,3236.61,1
C103055,Female,0,0,0,61,Fiber optic,One year,0,Electronic check,86.38,5244.53,1
C103056,Male,0,0,0,19,Fiber optic,Month-to-month,1,Mailed check,99.7,1890.25,1
C103057,Female,0,1,0,55,Fiber optic,Month-to-month,1,Credit card,73.59,4013.36,1
C103058,Female,0,0,1,8,DSL,Month-to-month,1,Electronic check,45.36,406.85,1
C103059,Female,1,1,1,42,DSL,Month-to-month,1,Bank transfer,53.01,2181.41,1
C103060,Male,0,0,1,2,Fiber optic,Month-to-month,1,Bank transfer,70.04,129.19,0
C103061,Female,0,1,0,72,DSL,One year,0,Mailed check,55.09,3921.04,1
C103062,Female,0,1,1,61,DSL,One year,1,Electronic check,66.66,4074.48,0
C103063,Male,0,1,0,18,Fiber optic,Month-to-month,0,Mailed check,87.37,1609.0,0
C103064,Female,1,0,1,10,Fiber optic,Month-to-month,0,Mailed check,93.22,859.54,0
C103065,Female,0,0,1,46,Fiber optic,Month-to-month,0,Electronic check,87.97,4069.51,1
C103066,Female,0,1,0,65,DSL,Two year,1,Credit card,58.77,3877.15,0
C103067,Female,0,1,0,23,DSL,Two year,1,Credit card,57.79,1333.68,0
C103068,Male,0,0,1,70,DSL,One year,1,Electronic check,65.5,4561.38,0
C103069,Female,1,1,0,33,DSL,Month-to-month,1,Electronic check,49.76,1640.75,0
C103070,Female,0,1,1,32,Fiber optic,Two year,1,Bank transfer,61.58,1951.46,0
C103071,Male,0,0,1,24,DSL,Two year,1,Credit card,65.12,1631.63,0
C103072,Male,0,1,0,19,DSL,Month-to-month,1,Credit card,63.87,1242.75,0
C103073,Male,0,0,0,24,None,Month-to-month,0,Credit card,37.55,932.72,0
C103074,Male,1,0,0,12,Fiber optic,Month-to-month,1,Mailed check,92.57,1186.27,1
C103075,Male,0,1,1,27,DSL,One year,0,Credit card,62.47,1733.75,0
C103076,Female,0,0,0,21,Fiber optic,Month-to-month,0,Mailed check,82.5,1728.25,1
C103077,Male,0,1,0,4,Fiber optic,Month-to-month,0,Electronic check,78.51,314.93,0
C103078,Male,1,1,0,26,None,Month-to-month,0,Bank transfer,22.76,674.35,0
C103079,Female,1,1,1,2,None,Month-to-month,1,Bank transfer,34.64,43.4,0
C103080,Female,0,0,1,13,Fiber optic,One year,1,Credit card,90.71,1173.22,0
C103081,Female,0,0,0,52,DSL,Month-to-month,1,Bank transfer,69.47,3576.99,0
C103082,Male,0,0,1,1,Fiber optic,Month-to-month,1,Credit card,87.85,24.21,0
C103083,Male,0,1,0,22,DSL,One year,1,Electronic check,54.8,1174.81,0
C103084,Male,0,0,1,49,Fiber optic,Two year,0,Electronic check,94.28,4589.62,0
C103085,Female,0,1,0,1,None,Month-to-month,1,Credit card,35.56,13.68,0
C103086,Female,1,0,0,53,DSL,Month-to-month,0,Mailed check,61.48,3279.87,0
C103087,Female,0,0,1,5,None,Month-to-month,1,Electronic check,31.45,156.83,1
C103088,Male,0,1,0,4,Fiber optic,Month-to-month,1,Mailed check,91.01,399.43,1
C103089,Male,0,1,0,14,DSL,Two year,1,Credit card,58.25,820.78,0
C103090,Male,0,0,1,62,None,Two year,1,Credit card,24.92,1551.31,0
C103091,Male,0,1,0,3,Fiber optic,Month-to-month,0,Credit card,77.72,222.96,1
C103092,Male,0,0,0,7,Fiber optic,Month-to-month,1,Bank transfer,84.89,662.37,0
C103093,Male,1,1,0,69,Fiber optic,Month-to-month,0,Credit card,93.25,6419.43,0
C103094,Female,0,0,0,44,DSL,One year,0,Electronic check,66.73,2968.2,1
C103095,Female,1,1,0,41,DSL,Month-to-month,0,Bank transfer,64.47,2601.89,0
C103096,Female,0,0,0,2,Fiber optic,Month-to-month,1,Bank transfer,94.67,180.82,0
C103097,Female,0,0,0,28,None,Month-to-month,1,Credit card,24.08,744.5,1
C103098,Female,0,1,1,42,Fiber optic,One year,1,Electronic check,77.61,3283.6,0
C103099,Female,1,0,0,38,None,Two year,1,Credit card,25.74,929.13,0
C103100,Male,0,0,0,38,None,Month-to-month,1,Bank transfer,26.38,966.32,1
C103101,Female,0,0,0,8,DSL,One year,0,Electronic check,65.41,579.35,0
C103102,Male,0,0,0,72,Fiber optic,Two year,1,Bank transfer,91.09,6561.57,0
C103103,Male,0,1,0,51,Fiber optic,Month-to-month,0,Electronic check,93.08,4737.45,1
C103104,Male,0,0,0,17,Fiber optic,Two year,1,Bank transfer,70.88,1177.69,0
C103105,Male,0,1,0,70,Fiber optic,One year,1,Mailed check,80.62,5632.29,0
C103106,Female,0,1,0,22,Fiber optic,Month-to-month,0,Credit card,84.27,1903.43,1
C103107,Male,0,0,0,9,None,One year,0,Bank transfer,28.83,234.97,0
C103108,Female,0,1,0,65,None,Month-to-month,0,Credit card,41.76,2693.33,1
C103109,Male,0,0,1,11,Fiber optic,Month-to-month,1,Mailed check,79.18,891.96,0
C103110,Female,0,0,1,4,Fiber optic,Month-to-month,0,Credit card,79.32,280.89,0
C103111,Female,0,0,1,45,Fiber optic,One year,1,Credit card,83.61,3729.73,0
C103112,Male,1,0,0,19,None,Two year,0,Bank transfer,19.04,361.98,0
C103113,Male,0,0,0,11,Fiber optic,Month-to-month,1,Electronic check,79.89,879.89,1
C103114,Female,0,0,0,7,None,Month-to-month,1,Credit card,27.37,163.27,0
C103115,Male,1,1,0,9,None,Month-to-month,0,Credit card,32.87,312.39,1
C103116,Female,0,1,0,70,DSL,Two year,1,Credit card,62.95,4414.16,0
C103117,Male,0,1,0,48,None,Month-to-month,0,Electronic check,18.12,800.69,1
C103118,Female,0,1,0,61,Fiber optic,Two year,0,Credit card,83.43,5116.55,0
C103119,Female,0,1,1,45,DSL,Month-to-month,1,Electronic check,53.69,2396.11,1
C103120,Female,0,0,0,39,DSL,Month-to-month,0,Bank transfer,67.86,2674.75,0
C103121,Female,0,1,0,15,Fiber optic,Month-to-month,1,Bank transfer,98.77,1554.34,0
C103122,Female,0,0,0,70,DSL,Month-to-month,1,Mailed check,49.24,3444.45,0
C103123,Female,0,1,0,60,DSL,Month-to-month,1,Electronic check,63.83,3807.23,0
C103124,Female,1,1,0,38,Fiber optic,Two year,0,Bank transfer,78.77,3041.52,0
C103125,Female,0,0,0,7,DSL,Month-to-month,1,Electronic check,62.5,408.13,1
C103126,Male,0,1,0,55,Fiber optic,Month-to-month,1,Bank transfer,86.32,4813.84,0
C103127,Female,0,1,0,24,Fiber optic,One year,0,Electronic check,74.27,1766.26,0
C103128,Male,0,1,1,15,DSL,Month-to-month,1,Mailed check,71.67,1053.11,0
C103129,Male,0,0,0,53,Fiber optic,One year,1,Bank transfer,85.79,4629.68,1
C103130,Female,0,1,0,61,DSL,One year,1,Credit card,58.24,3565.35,0
C103131,Male,1,1,0,44,None,Two year,1,Mailed check,27.93,1285.69,0
C103132,Female,0,0,0,5,Fiber optic,Month-to-month,0,Mailed check,78.04,389.28,0
C103133,Female,0,0,0,43,Fiber optic,Month-to-month,1,Credit card,85.53,3674.38,0
C103134,Male,0,0,1,67,Fiber optic,Month-to-month,1,Credit card,72.3,4741.72,0
C103135,Male,0,1,0,50,None,Month-to-month,1,Bank transfer,18.0,935.41,0
C103136,Male,0,0,0,19,Fiber optic,Month-to-month,0,Bank transfer,77.24,1481.04,0
C103137,Female,0,0,1,47,Fiber optic,Month-to-month,0,Electronic check,80.74,3790.87,0
C103138,Male,0,0,0,18,DSL,Month-to-month,0,Bank transfer,45.94,847.64,0
C103139,Female,0,1,0,63,Fiber optic,Two year,0,Credit card,81.02,5105.6,0
C103140,Female,0,1,0,61,Fiber optic,Two year,1,Credit card,82.73,5013.51,0
C103141,Female,0,0,0,41,Fiber optic,Month-to-month,1,Electronic check,86.51,3559.6,1
C103142,Male,0,0,1,9,DSL,Two year,1,Electronic check,66.91,595.52,0
C103143,Female,0,1,0,29,Fiber optic,One year,0,Credit card,98.7,2888.24,1
C103144,Male,0,0,1,8,Fiber optic,Month-to-month,1,Credit card,90.43,713.63,0
C103145,Male,0,0,0,55,Fiber optic,Two year,1,Bank transfer,79.13,4335.75,0
C103146,Male,0,1,1,49,Fiber optic,Two year,1,Electronic check,92.33,4505.12,0
C103147,Male,0,0,1,18,Fiber optic,One year,1,Bank transfer,98.2,1736.66,0
C103148,Male,0,0,1,62,Fiber optic,One year,1,Mailed check,78.04,4820.19,0
C103149,Female,0,0,1,55,Fiber optic,Month-to-month,1,Mailed check,78.48,4331.52,0
C103150,Female,0,1,1,68,Fiber optic,Month-to-month,1,Electronic check,75.63,5116.6,1
C103151,Male,0,1,0,20,Fiber optic,One year,0,Electronic check,80.48,1568.46,0
C103152,Female,0,0,0,12,DSL,Month-to-month,1,Bank transfer,64.99,807.51,0
C103153,Female,1,1,0,35,DSL,Month-to-month,1,Electronic check,73.87,2580.61,0
C103154,Female,0,1,0,19,Fiber optic,One year,1,Bank transfer,94.13,1815.35,0
C103155,Female,1,1,0,53,Fiber optic,Two year,1,Electronic check,90.08,4766.53,0
C103156,Female,1,0,1,31,DSL,Two year,0,Mailed check,60.37,1851.46,0
C103157,Female,0,0,1,45,Fiber optic,Month-to-month,0,Credit card,88.13,3904.84,0
C103158,Male,0,1,1,12,DSL,Month-to-month,1,Bank transfer,65.6,747.65,1
C103159,Female,0,0,0,6,Fiber optic,Month-to-month,1,Electronic check,97.43,554.04,0
C103160,Male,0,0,1,68,DSL,One year,1,Bank transfer,61.83,4214.27,0
C103161,Male,0,0,1,32,Fiber optic,Month-to-month,1,Electronic check,89.09,2847.07,0
C103162,Female,0,1,1,10,Fiber optic,Two year,1,Mailed check,83.73,801.41,1
C103163,Male,0,0,1,59,None,One year,1,Electronic check,27.91,1549.36,0
C103164,Male,0,0,0,9,None,Month-to-month,0,Credit card,22.95,222.74,1
C103165,Male,0,1,0,72,Fiber optic,One year,1,Electronic check,77.48,5609.27,0
C103166,Female,0,0,1,28,Fiber optic,Month-to-month,1,Credit card,93.99,2665.48,0
C103167,Female,1,0,1,34,Fiber optic,Month-to-month,1,Bank transfer,98.91,3329.17,1
C103168,Female,0,0,1,18,None,Month-to-month,1,Mailed check,26.7,516.54,0
C103169,Male,0,0,1,6,Fiber optic,Month-to-month,0,Credit card,87.66,545.77,1
C103170,Male,1,1,1,29,DSL,Two year,0,Mailed check,66.89,1959.45,0
C103171,Male,0,0,1,26,None,Month-to-month,1,Bank transfer,25.85,650.77,0
C103172,Male,0,1,1,32,DSL,One year,1,Credit card,63.52,2027.99,0
C103173,Male,0,0,1,35,None,Month-to-month,0,Electronic check,23.26,878.2,0
C103174,Male,0,0,0,46,DSL,Month-to-month,1,Electronic check,57.6,2708.31,0
C103175,Female,1,0,0,5,Fiber optic,One year,0,Credit card,89.17,444.16,1
C103176,Male,0,0,0,26,None,Two year,1,Electronic check,31.1,815.31,0
C103177,Female,0,0,0,63,Fiber optic,Two year,1,Credit card,94.38,5869.12,0
C103178,Female,0,0,1,69,Fiber optic,One year,1,Electronic check,86.97,6043.07,0
C103179,Male,0,1,1,39,DSL,Month-to-month,0,Mailed check,50.4,1991.7,0
C103180,Male,0,0,0,26,DSL,Month-to-month,0,Mailed check,68.86,1802.44,1
C103181,Female,0,1,0,30,DSL,Month-to-month,0,Mailed check,54.12,1602.52,0
C103182,Female,0,0,0,57,Fiber optic,Two year,0,Credit card,78.99,4504.75,0
C103183,Female,0,0,1,28,Fiber optic,Month-to-month,0,Electronic check,80.74,2312.02,0
C103184,Female,0,1,0,68,DSL,Month-to-month,1,Bank transfer,48.05,3280.07,0
C103185,Female,1,0,0,2,Fiber optic,Month-to-month,1,Electronic check,85.26,262.63,1
C103186,Male,0,0,0,44,None,Month-to-month,0,Electronic check,29.95,1346.2,1
